t,y_data,y_fit,residual,sigma
-1.984,-69.55429999999978,0.0,-69.55429999999978,200.66127886098238
-1.92,-446.6149999999998,0.0,-446.6149999999998,185.31828102014765
-1.856,-289.28440000000046,0.0,-289.28440000000046,191.8860534567808
-1.792,40.00530000000026,0.0,40.00530000000026,204.90454155774222
-1.728,275.5624000000007,0.0,275.5624000000007,213.74333526322488
-1.664,-132.90080000000034,0.0,-132.90080000000034,198.1696744538801
-1.6,-242.27390000000105,0.0,-242.27390000000105,193.81400637619456
-1.536,-305.4666000000002,0.0,-305.4666000000002,191.22555224426122
-1.472,-23.104499999998097,0.0,-23.104499999998097,202.4825605505201
-1.408,-117.24339999999847,0.0,-117.24339999999847,198.8052447230795
-1.344,-368.082899999999,0.0,-368.082899999999,188.65920571789098
-1.28,-243.20550000000094,0.0,-243.20550000000094,193.76045254706042
-1.216,-54.581600000000435,0.0,-54.581600000000435,201.2716386104187
-1.152,-290.2441999999992,0.0,-290.2441999999992,191.85901447893596
-1.088,-70.59269999999879,0.0,-70.59269999999879,200.64442186061066
-1.024,-23.363899999997557,0.0,-23.363899999997557,202.49327078924205
-0.96,-258.99799999999914,0.0,-258.99799999999914,193.14163894639066
-0.896,149.02450000000042,0.0,149.02450000000042,209.06562815173487
-0.832,-70.64150000000126,0.0,-70.64150000000126,200.6574251691661
-0.768,-102.17170000000058,0.0,-102.17170000000058,199.42066798873878
-0.704,-211.91290000000708,0.0,-211.91290000000708,195.06349724872493
-0.64,-133.5373000000423,0.0,-133.5373000000423,198.19229153561486
-0.576,-55.072900000232906,0.0,-55.072900000232906,201.27811073406713
-0.512,-54.62610000118765,0.0,-54.62610000118765,201.31756703752896
-0.448,38.57679999423896,0.0,38.57679999423896,204.88650503092077
-0.384,-306.332900026332,0.0,-306.332900026332,191.2385910502922
-0.32,-196.56440011379556,0.0,-196.56440011379556,195.6932229829758
-0.256,-416.6103004656485,2.158829280983787e-06,-416.61030262447775,186.65243104060028
-0.192,-55.75130180697279,10.16017358077173,-65.91147538774452,201.2529168402983
-0.128,196.4572933404253,351.4400622759531,-154.9827689355278,210.90226535990476
-0.064,1486.113276657005,1641.4483113860401,-155.33503472903521,254.4887088109165
0.0,4093.032722075389,3807.9750607862748,285.0576612891141,325.50486074598933
0.064,6980.51445193154,6378.500782567312,602.013669364228,389.56743739539104
0.128,9371.9823459539,8942.896655510141,429.0856904437587,435.76157373805916
0.192,10393.693008785765,11257.060637700779,-863.3676289150135,454.0940339089041
0.256,13090.593605403485,13208.901632878886,-118.3080274754011,499.4871885001402
0.32,13991.844556745364,14768.094844773681,-776.2502880283173,513.8053384364383
0.384,15357.394368992585,15948.893688043743,-591.4993190511577,534.7241994066495
0.448,17050.51005376682,16787.023681970324,263.4863717964945,559.7415553591626
0.512,17702.310305809326,17326.436677620986,375.87362818833935,569.8674735615893
0.576,17706.536505824868,17612.145743462304,94.39076236256369,574.2001265296681
0.64,17578.21265336904,17686.605929374204,-108.39327600516481,583.1667847931495
0.704,17780.07102560293,17588.094493829045,191.97653177388565,603.5856719771743
0.768,17227.935703200274,17350.1847670597,-122.24906385942813,619.0546740490358
0.832,17752.057218078742,17001.794212885226,750.2630051935157,650.5965250974505
0.896,16405.062601215453,16567.513354332496,-162.45075311704204,658.3129436918902
0.96,16146.641492515513,16068.052704489493,78.58878802601976,677.5464113722072
1.024,15513.793910088703,15520.719559956955,-6.925649868251639,688.8445885727042
1.088,15210.128641218347,14939.879011406923,270.2496298114238,700.5679217861316
1.152,15450.202303968066,14337.377467671213,1112.8248362968534,714.6219138629018
1.216,14122.237193843132,13722.920261320924,399.31693252220794,707.3308880292326
1.28,14110.312282813555,13104.40205278803,1005.9102300255254,712.8120960176129
1.344,11111.228519253156,12488.19240402704,-1376.9638847738843,680.5482701556948
1.408,11412.540651920388,11879.380571824358,-466.83991990397044,686.2626472712664
1.472,11474.539942592803,11281.984155178818,192.55578741398494,688.3923837111652
1.536,11160.82923399089,10699.126228981297,461.70300500959274,686.2246094721168
1.6,9392.22391776574,10133.185299208273,-740.9613814425338,667.2455698987992
1.664,9192.582404244778,9585.921988284437,-393.3395840396588,668.7915694926451
1.728,8279.025216932496,9058.585894666405,-779.560677733909,663.4938248717913
1.792,8642.361041107011,8552.00561667514,90.35542443187114,676.0816117822347
1.856,9505.819109032062,8066.664511064699,1439.1545979673629,696.4400205636575
1.92,7913.037406634532,7602.764381645204,310.2730249893284,689.2609209238964
1.984,9591.945990847813,7160.278964629569,2431.6670262182442,721.5758819284171
2.048,7128.49531531247,6738.998793334636,389.49652197783416,706.4911381846944
2.112,5569.246111881002,6338.568781586627,-769.3226697056243,701.5183633401606
2.176,4235.757620147742,5958.519658070299,-1722.7620379225564,698.00810109311
2.24,4234.468666350018,5598.294208255344,-1363.8255419053257,708.1142126480376
2.304,3906.773442044694,5257.269132031538,-1350.495689986844,711.5075523699696
2.368,5350.655728620142,4934.7731998055815,415.8825288145608,731.5877870777674
2.432,5351.056584639991,4630.102284050077,720.954300589914,731.160405934631
2.496,4583.825731165325,4342.531754110872,241.29397705445353,717.7593350090633
2.56,4503.341946193945,4071.326646871026,432.01529932291896,708.0991082261369
2.624,4705.446423899033,3815.74996242711,889.6964614719232,697.7100159119236
2.688,5039.14489932717,3575.0693803875956,1464.075518939574,685.2025463022767
2.752,3348.180307862447,3348.5626471798096,-0.3823393173624936,644.5070331255098
2.816,1580.9365503591434,3135.521846528714,-1554.5852961695705,598.1191287247932
2.88,2782.3203681382383,2935.256732937876,-152.9363647996379,589.1075591673609
2.944,1650.0463396075702,2747.0972806297027,-1097.0509410221325,546.332791940767
3.008,2481.681287422389,2570.3955772084155,-88.71428978602671,536.4356935222268
3.072,2296.0248436373568,2404.5271716408024,-108.50232800344565,523.4716320002157
3.136,1697.6829924481808,2248.89196945796,-551.2089770097791,515.3492596547571
3.2,2292.721542085086,2102.9147539050277,189.80678818005845,530.4845316028641
3.264,2585.6586253190544,1966.0453997183083,619.6132256007461,540.2592353336432
3.328,1805.3110029813033,1837.7588359643232,-32.44783298301991,530.4990464493916
3.392,1490.218027018651,1717.5548056591285,-227.33677864047763,524.1301448069579
3.456,1806.044606172787,1604.9574624674076,201.0871437053795,527.0638770059784
3.52,1877.1999179641098,1499.5148384642573,377.68507949985246,529.50910445661
3.584,809.8017863131245,1400.7982115633895,-590.996425250265,518.3056139706858
3.648,1233.3360483901088,1308.4013966340797,-75.0653482439709,532.5384934614111
3.712,1121.7015949588167,1221.9399804274985,-100.23838546868183,538.9430657297837
3.776,1132.144903647386,1141.0505171107354,-8.905613463349482,546.4433652342361
3.84,1233.5299436306086,1065.389698378855,168.14024525175364,553.5866620702129
3.904,597.862858942839,994.6335097093408,-396.77065076650183,547.9371052744306
3.968,278.3524821650444,928.4763822776515,-650.1239001126071,544.7728112290482
4.032,872.6822740109383,866.6303483150289,6.051925695909404,553.0985231070918
4.096,619.5520256741456,808.8242062153472,-189.27218054120158,547.175340847591
4.16,1874.9459717948557,754.8027004485151,1120.1432713463405,561.7025691418308
4.224,846.6443370343713,704.3257202812284,142.31861675314292,541.6363056256358
4.288,437.8190299082289,657.1675204137282,-219.34849050549929,529.2436881874838
4.352,599.2504775543894,613.1159658899041,-13.865488335514783,524.5205033692816
4.416,387.3386379924068,571.9718030071225,-184.6331650147157,513.3843549746321
4.48,555.9771741849181,533.5479574240937,22.429216760824374,507.57612762687677
4.544,758.2002671925784,497.6688602249143,260.5314069676641,501.9797705459053
