t,y_data,y_fit,residual,sigma
-1.984,-69.55429999999978,1.658426316674937e-32,-69.55429999999978,200.66127886098238
-1.92,-446.6149999999998,4.37878129272409e-31,-446.6149999999998,185.31828102014765
-1.856,-289.28440000000046,1.0400602302218295e-29,-289.28440000000046,191.8860534567808
-1.792,40.00530000000026,2.2300541794800176e-28,40.00530000000026,204.90454155774222
-1.728,275.5624000000007,4.3307455390190276e-27,275.5624000000007,213.74333526322488
-1.664,-132.90080000000034,7.641479712890411e-26,-132.90080000000034,198.1696744538801
-1.6,-242.27390000000105,1.2287933321871009e-24,-242.27390000000105,193.81400637619456
-1.536,-305.4666000000002,1.8060539152084542e-23,-305.4666000000002,191.22555224426122
-1.472,-23.104499999998097,2.433014352036693e-22,-23.104499999998097,202.4825605505201
-1.408,-117.24339999999847,3.0121925215200104e-21,-117.24339999999847,198.8052447230795
-1.344,-368.082899999999,3.4360524055920034e-20,-368.082899999999,188.65920571789098
-1.28,-243.20550000000094,3.620311973503978e-19,-243.20550000000094,193.76045254706042
-1.216,-54.581600000000435,3.531579863738021e-18,-54.581600000000435,201.2716386104187
-1.152,-290.2441999999992,3.1968047646793e-17,-290.2441999999992,191.85901447893596
-1.088,-70.59269999999879,2.691138294139798e-16,-70.59269999999879,200.64442186061066
-1.024,-23.363899999997557,2.1112560718772746e-15,-23.36389999999756,202.49327078924205
-0.96,-258.99799999999914,1.5467072450812692e-14,-258.99799999999914,193.14163894639066
-0.896,149.02450000000044,1.0601852473116604e-13,149.02450000000033,209.06562815173487
-0.832,-70.64150000000109,6.8119945161304e-13,-70.64150000000177,200.6574251691661
-0.768,-102.17169999999942,4.110247824550071e-12,-102.17170000000353,199.42066798873878
-0.704,-211.9128999999998,2.3330089833419375e-11,-211.91290000002314,195.06349724872493
-0.64,-133.53729999999996,1.2478015464787358e-10,-133.53730000012473,198.19229153561486
-0.576,-55.07290000000148,6.298760830134238e-10,-55.07290000063136,201.27811073406713
-0.512,-54.62609999999813,3.0055221235749143e-09,-54.62610000300366,201.31756703752896
-0.448,38.57679999999982,1.3576590692339899e-08,38.57679998642323,204.88650503092077
-0.384,-306.332899999999,5.814272490699603e-08,-306.3329000581417,191.2385910502922
-0.32,-196.56439999999884,2.3639586489931635e-07,-196.5644002363947,195.6932229829758
-0.256,-416.61030034456587,9.137117968250442e-07,-416.6103012582777,186.65243104060028
-0.192,-64.01192740039289,3.361773287482648e-06,-64.01193076216617,201.2529168402983
-0.128,-134.4636358920282,1.1788626648980974e-05,-134.46364768065484,210.90226535990476
-0.064,-119.96642098933853,3.944763599474858e-05,-119.96646043697453,254.4887088109165
0.0,313.4276845403656,0.00012611056674403985,313.42755842979886,325.50486074598933
0.064,609.5382876537815,0.0003856093492719576,609.5379020444323,389.56743739539104
0.128,412.94230687849995,0.0011289790152081282,412.9411778994847,435.76157373805916
0.192,-899.6028884761381,0.0031683090327172423,-899.6060567851708,454.0940339089041
0.256,-168.63418781885593,0.008531369558457205,-168.6427191884144,499.4871885001402
0.32,-834.4525039353139,0.022064364125899738,-834.4745682994397,513.8053384364383
0.384,-652.1309031623441,0.054860992714734894,-652.1857641550588,534.7241994066495
0.448,204.79427496013886,0.1312624281491812,204.6630125319897,559.7415553591626
0.512,322.43220575687883,0.3024920653469467,322.1297136915319,569.8674735615893
0.576,48.62796089368203,0.6719924372943805,47.95596845638765,574.2001265296681
0.64,-144.6775087052083,1.4403232443137741,-146.1178319495221,583.1667847931495
0.704,166.66658874949644,2.980971379130939,163.6856173703655,603.5856719771743
0.768,-134.97292151415604,5.962166734040435,-140.93508824819648,619.0546740490358
0.832,752.4286634956879,11.532798012962271,740.8958654827256,650.5965250974505
0.896,-141.58555896307007,21.591123909379455,-163.17668287244953,658.3129436918902
0.96,124.62746242710637,39.15091103480337,85.476551392303,677.5464113722072
1.024,75.03374502091901,68.80837474668766,6.225370274231352,688.8445885727042
1.088,405.30698487368136,117.29278593755275,288.0141989361286,700.5679217861316
1.152,1327.3411823902425,194.0532840929367,1133.2878982973057,714.6219138629018
1.216,732.1525594473096,311.7964498565414,420.3561095907682,707.3308880292326
1.28,1512.1388424706493,486.8492987898396,1025.2895436808096,712.8120960176129
1.344,-622.2682511129096,739.1900822081445,-1361.4583333210542,680.5482701556948
1.408,634.7524689873462,1091.976816812657,-457.2243478253108,686.2626472712664
1.472,1765.0892674568277,1570.4231756255522,194.66609183127548,688.3923837111652
1.536,2655.234209376009,2199.9321305695903,455.30207880641865,686.2246094721168
1.6,2247.4141282635173,3003.5009325625992,-756.0868042990819,667.2455698987992
1.664,3582.062902655085,3998.547477833256,-416.48457517817087,668.7915694926451
1.728,4384.393889142964,5193.45726578078,-809.063376637816,663.4938248717913
1.792,6641.330028807926,6584.282358237417,57.04767057050958,676.0816117822347
1.856,9557.417958662605,8152.105881265209,1405.312077397396,696.4400205636575
1.92,10141.20836194473,9861.58895300144,279.6194089432902,689.2609209238964
1.984,14069.181539001025,11661.12539489939,2408.0561441016343,721.5758819284171
2.048,13861.418842712581,13484.845936660317,376.57290605226444,706.4911381846944
2.112,14488.027305080035,15256.4614793631,-768.4341742830657,701.5183633401606
2.176,15188.957292254148,16894.655647053816,-1705.6983547996679,698.00810109311
2.24,16990.34827757373,18319.481293565004,-1329.133015991276,708.1142126480376
2.304,18161.35918023775,19459.033396601368,-1297.674216363619,711.5075523699696
2.368,20742.02972564096,20255.598769923756,486.4309557172055,731.5877870777674
2.432,21478.58820121523,20670.537004422702,808.0511967925268,731.160405934631
2.496,21030.47322742189,20687.318055817217,343.15517160467425,717.7593350090633
2.56,20858.83557217609,20312.398523939482,546.4370482366066,708.0991082261369
2.624,20588.14612675889,19573.91435634048,1014.2317704184097,697.7100159119236
2.688,20114.63500968657,18518.45106556389,1596.1839441226803,685.2025463022767
2.752,17343.159291062024,17206.378020873737,136.78127018828673,644.5070331255098
2.816,14291.590781451865,15706.369734416232,-1414.778952964367,598.1191287247932
2.88,14077.033968360936,14089.771986713375,-12.738018352438303,589.1075591673609
2.944,11466.899131433736,12425.410805566693,-958.5116741329566,546.332791940767
3.008,10821.651403658176,10775.309600103787,46.34180355438912,536.4356935222268
3.072,9213.100359136246,9191.60493341221,21.495425724035158,523.4716320002157
3.136,7287.189889803016,7714.76714641116,-427.5772566081441,515.3492596547571
3.2,6679.113368585051,6373.0667116111645,306.04665697388646,530.4845316028641
3.264,5910.825930481491,5183.100770125636,727.7251603558552,540.2592353336432
3.328,4218.205020384359,4151.116620397423,67.08839998693657,530.4990464493916
3.392,3138.2918585844163,3274.8402013498503,-136.54834276543397,524.1301448069579
3.456,2828.7376711016204,2545.5306097212315,283.20706138038895,527.0638770059784
3.52,2401.457136253117,1950.0246960863933,451.4324401667236,529.50910445661
3.584,947.4442613033352,1472.5956204200795,-525.1513591167443,518.3056139706858
3.648,1079.9892754744978,1096.5137583286355,-16.52448285413766,532.5384934614111
3.712,756.9355085043062,805.2580211616236,-48.32251265731736,538.9430657297837
3.776,620.4764508575172,583.374340088333,37.10211076918415,546.4433652342361
3.84,625.9696881385607,417.01293287637395,208.9567552621868,553.5866620702129
3.904,-66.26133692016083,294.1969251005822,-360.458262020743,547.9371052744306
3.968,-412.79631957199854,204.8837337841568,-617.6800533561553,544.7728112290482
4.032,176.07779545849917,140.88016534930196,35.197630109197206,553.0985231070918
4.096,-67.26044248085054,95.66553702685232,-162.92597950770286,547.175340847591
4.16,1208.2831784766931,64.16715365412743,1144.1160248225658,561.7025691418308
4.224,206.7962953054266,42.521448078978054,164.27484722644857,541.6363056256358
