r0,success,chi2,amplitude,t_peak_s,t_v_s,in_flat_zone
0.1,True,633.0753029544813,21.7315878153928,14.80214573934433,0.79928769553701,False
0.1615598098439874,True,608.9005490882446,21.504050261631637,14.838031023877251,0.8220326131260899,False
0.2610157215682537,True,587.7723827637544,21.285812044345608,14.871542960633702,0.8461726179936334,False
0.4216965034285822,True,569.978804876861,21.076497824970904,14.901749019827099,0.8718807624825473,False
0.6812920690579614,True,555.4952371870754,20.877271506504385,14.928047744063806,0.8991512234219253,False
1.1006941712522098,True,544.067119172269,20.688925752514326,14.950136164721613,0.9279484954063003,False
1.7782794100389228,True,535.306032286872,20.513099098266373,14.967998923190242,0.9580504638011588,False
2.872984833353666,True,528.7734720768605,20.351009405963904,14.981824696775123,0.9891677728111977,False
4.641588833612779,True,524.0398150158662,20.20363750864624,14.991955698078218,1.020922965183015,True
7.498942093324558,True,520.7182746745349,20.071225577852264,14.998810644214648,1.0529405509887362,True
12.115276586285889,True,518.4796114765741,19.953582508762594,15.0028510104084,1.0848359314924862,True
19.573417814876617,True,517.0544137760119,19.850088231737892,15.004542889636465,1.1162485674838025,True
31.622776601683793,True,516.2285330969646,19.759791342893717,15.00433024618009,1.1468619228260057,True
51.089697745069294,True,515.8354911051275,19.6815412249431,15.002619409734548,1.1764109599631063,True
82.5404185268019,True,515.748151438497,19.614097854062727,14.999770690214644,1.2046845894561398,True
133.3521432163324,True,515.8708701655657,19.556213604163485,14.996095055755776,1.2315247239696665,True
215.44346900318845,True,516.1326606758327,19.50668999473382,14.991854482679516,1.256822737070287,True
348.0700588428413,True,516.4815220894036,19.464413218425225,14.987264617158061,1.280514399963259,True
562.341325190349,True,516.8798812931262,19.42837381963604,14.98249919342498,1.3025735921977923,True
908.5175756516871,True,517.3010111907499,19.39767348129749,14.977694756345201,1.323006277246447,True
1467.7992676220706,True,517.7262617593552,19.371524450334828,14.972955937226335,1.3418442041551597,True
2371.373705661655,True,518.142945662915,19.34924348621914,14.968360325342742,1.3591393463727781,True
3831.186849557293,True,518.5427390372781,19.330243293172174,14.96396322026639,1.3749586501608246,True
6189.65818891261,True,518.9204811343332,19.314010792509638,14.959797728563611,1.3893860525666621,True
10000.0,True,519.2732792323077,19.300139331105306,14.955893214502971,1.402495284037373,True
