r0,success,chi2,amplitude,t_peak_s,t_v_s,in_flat_zone
0.1,True,14338.920756638028,20.166785017892153,14.396508923222747,1.0706289564377642,False
0.1615598098439874,True,12544.677400709166,20.024179623416057,14.44621440591177,1.099549776699458,False
0.2610157215682537,True,10758.428669038552,19.952995279789995,14.499868967154722,1.121476927362786,False
0.4216965034285822,True,9071.4153515453,19.92277722636645,14.55435435222213,1.1385242874522516,False
0.6812920690579614,True,7521.94055915096,19.901428502707546,14.606226897153425,1.1537685239183035,False
1.1006941712522098,True,6144.787826348419,19.905451279572887,14.656457939689018,1.1648583346773176,False
1.7782794100389228,True,4959.419494600252,19.917997066144583,14.703724300340626,1.1734655352269003,False
2.872984833353666,True,3966.0600127128137,19.934282467798287,14.747633104664173,1.1800836873165983,False
4.641588833612779,True,3157.014952719467,19.954239662950027,14.788207443701378,1.184744911457503,False
7.498942093324558,True,2518.1510331522704,19.976054185321292,14.825446516509292,1.187759436924606,False
12.115276586285889,True,2030.4360571605623,19.997682062556244,14.85939739088503,1.189518470165386,False
19.573417814876617,True,1671.8286266704854,20.01698519342967,14.890144350374653,1.190456270861537,False
31.622776601683793,True,1419.5227067590845,20.032670546155465,14.917835516041125,1.1909156472294373,False
51.089697745069294,True,1252.0538126106062,20.044393266637965,14.942670267184862,1.1911164944273558,False
82.5404185268019,True,1150.485711504435,20.05239811728891,14.964876666989575,1.1911881637241937,False
133.3521432163324,True,1098.8822064806236,20.057256801368126,14.984690490286825,1.191196676075775,False
215.44346900318845,True,1084.2502360408153,20.059604340085702,15.002342336711736,1.191176393160924,True
348.0700588428413,True,1096.2376725405938,20.060032853600713,15.018050277821098,1.1911449881840086,False
562.341325190349,True,1126.7532035082781,20.05905368136679,15.03201626562127,1.191110966808462,False
908.5175756516871,True,1169.5783607031128,20.057090895793692,15.044425864010517,1.191077561838138,False
1467.7992676220706,True,1220.00921328739,20.054477343846703,15.055447169688678,1.19104611827711,False
2371.373705661655,True,1274.5448610083229,20.051469132950515,15.065231965965415,1.1910169291767776,False
3831.186849557293,True,1330.6265813431194,20.048258150131733,15.073916616465095,1.1909899050476664,False
6189.65818891261,True,1386.424714116723,20.044984639690863,15.081623235779476,1.1909648551983958,False
10000.0,True,1440.6675738529523,20.04174849140791,15.088460917063014,1.1909415790275457,False
