t,y_data,y_fit,residual,sigma
0.0,0.47782911642778675,0.0,0.47782911642778675,0.4
0.03,0.3842029661992508,0.0,0.3842029661992508,0.4
0.06,0.26552156185371384,0.0,0.26552156185371384,0.4
0.09,-0.017492507064331198,0.0,-0.017492507064331198,0.4
0.12,-0.25572698704072594,0.0,-0.25572698704072594,0.4
0.15,-0.13171406474652686,0.0,-0.13171406474652686,0.4
0.18,0.21714662237403318,0.0,0.21714662237403318,0.4
0.21,-0.2532455297046221,0.0,-0.2532455297046221,0.4
0.24,-0.25700576422541244,0.0,-0.25700576422541244,0.4
0.27,0.15297872828757947,0.0,0.15297872828757947,0.4
0.3,-0.5665262012543716,0.0,-0.5665262012543716,0.4
0.32999999999999996,0.37989522330756464,0.0,0.37989522330756464,0.4
0.36,0.146298782702975,0.0,0.146298782702975,0.4
0.39,0.4810652785230504,0.0,0.4810652785230504,0.4
0.42,-0.15547621015264593,0.0,-0.15547621015264593,0.4
0.44999999999999996,-0.2034036324086404,0.0,-0.2034036324086404,0.4
0.48,-0.2752878359025932,0.0,-0.2752878359025932,0.4
0.51,0.20039726287498044,0.0,0.20039726287498044,0.4
0.54,-0.1689931344950581,0.0,-0.1689931344950581,0.4
0.57,0.06608440198992825,0.0,0.06608440198992825,0.4
0.6,-0.11120203440302168,0.0,-0.11120203440302168,0.4
0.63,-0.16433496062859188,0.0,-0.16433496062859188,0.4
0.6599999999999999,-0.16263795626596747,0.0,-0.16263795626596747,0.4
0.69,-0.20654011337270994,0.0,-0.20654011337270994,0.4
0.72,0.23905179769358115,0.0,0.23905179769358115,0.4
0.75,-0.40266733577257147,0.0,-0.40266733577257147,0.4
0.78,0.053686664290704414,0.0,0.053686664290704414,0.4
0.8099999999999999,-0.01438596787271488,0.0,-0.01438596787271488,0.4
0.84,0.1981547838999604,0.0,0.1981547838999604,0.4
0.87,0.6858192226207034,0.0,0.6858192226207034,0.4
0.8999999999999999,0.3548328902577511,0.0,0.3548328902577511,0.4
0.9299999999999999,0.018836906351492717,0.0,0.018836906351492717,0.4
0.96,-0.5410360009183964,0.0,-0.5410360009183964,0.4
0.99,-0.23883442138759003,0.0,-0.23883442138759003,0.4
1.02,0.001846037814957251,0.0,0.001846037814957251,0.4
1.05,-0.36698830345180805,0.0,-0.36698830345180805,0.4
